rituma	 r i t u m a
abanda	 a b a n d a
riha	r i h a
abanyeshuri	 a b a n y e s h u r i
bagendera	 b a g e n d e r a
gucunga	 g u c u n g a
w’amakuru	 w ’ a m a k u r u
y’imyigishirize	 y ’ i m y i g i s h i r i z e
kandihabaho	 k a n d i h a b a h o
n’imishobokere	 n ’ i m i s h o b o k e r e
y’akazi	 y ’ a k a z i
yahindagurika	 y a h i n d a g u r i k a
brema	  b r e m a
n’imbuga	 n ’ i m b u g a
rifasha	 r i f a s h a
gushyikiriza	 g u s h y i k i r i z a
abarimu	 a b a r i m u
aricyo	 a r i c y o
bakizera	 b a k i z e r a
byihuseaho	 b y i h u s e a h o
babonanye	 b a b o n a n y e
imbonankubone	 i m b o n a n k u b o n e
somo	 s o m o
bidashidikanywaho	 b i d a s h i d i k a n y w a h o
bubaho	 b u b a h o
by’ukurinta	 b y ’ u k u r i n t a
kibaho	 k i b a h o
y’umunyeshuri	 y ’ u m u n y e s h u r i
ahawe	 a h a w e
cyacu	 c y a c u
cy’ubungubu	 c y ’ u b u n g u b u
kwirwanaho	 k w i r w a n a h o
kwerekana	 k w e r e k a n a
amakuruibiganiro	 a m a k u r u i b i g a n i r o
by’imyigire	 b y ’ i m y i g i r e
gisobanura	 g i s o b a n u r a
twisanga	 t w i s a n g a
ikiganiro	 i k i g a n i r o
kitubwira	 k i t u b w i r a
tutazigera	 t u t a z i g e r a
tugiramo	 t u g i r a m o
tutazakoreshamo	 t u t a z a k o r e s h a m o
ntituzigera	n t i t u z i g e r a
dusana	 d u s a n a
imodokatwubaka	 i m o d o k a t w u b a k a
iriba	 i r i b a
gikari	 g i k a r i
cyacutujya	 c y a c u t u j y a
peru	 p e r u
amatongo	 a m a t o n g o
keracyangwa	 k e r a c y a n g w a
tuvugurura	 t u v u g u r u r a
y’umuturanyi	 y ’ u m u t u r a n y i
wacu	 w a c u
amahuriro	 a m a h u r i r o
y’urutsinga	 y ’ u r u t s i n g a
ruhuza	 r u h u z a
n’icyogajuru	 n ’ i c y o g a j u r u
cy’umuyoboro	 c y ’ u m u y o b o r o
mugarigreenlandihujwe	 m u g a r i g r e e n l a n d i h u j w e
by’abaturage	 b y ’ a b a t u r a g e
y’abashyitsi	 y ’ a b a s h y i t s i
wifi	 w i f i
interinetikandi	 i n t e r i n e t i k a n d i
insisiro	 i n s i s i r o
hafite	 h a f i t e
harugurunubwo	 h a r u g u r u n u b w o
rikomeza	 r i k o m e z a
kwemerwa	 k w e m e r w a
amerikarifatwa	 a m e r i k a r i f a t w a
nk’ijambo	 n k ’ i j a m b o
ry’igitutsi	 r y ’ i g i t u t s i
abanyamerikabaturuka	 a b a n y a m e r i k a b a t u r u k a
bikonja	 b i k o n j a
arigitika	 a r i g i t i k a
kanada	 k a n a d a
wumvise	 w u m v i s e
girinilandeabanyamahanga	 g i r i n i l a n d e a b a n y a m a h a n g a
kwirinda	 k w i r i n d a
girinilande	 g i r i n i l a n d e
ubwabo	 u b w a b o
biyita	 b i y i t a
inuit	 i n u i t
kalaalleq	 k a l a a l l e q
ubwinshi	 u b w i n s h i
kalaallitumuturage	 k a l a a l l i t  u m u t u r a g e
girinilandemuri	 g i r i n i l a n d e m u r i
ubugizi	 u b u g i z i
nabin’urwango	 n a b i n ’ u r w a n g o
banyamahanga	 b a n y a m a h a n g a
rusangentabwo	 r u s a n g e n t a b w o
greenland	 g r e e n l a n d
mijyinta	 m i j y i n t a
dukorerwamo	 d u k o r e r w a m o
duhari	 d u h a r i
gikonje	 g i k o n j e
kaga	 k a g a
konyine	 k o n y i n e
utariteguye	 u t a r i t e g u y e
azahura	 a z a h u r a
usuye	 u s u y e
by’ubukonje	 b y ’ u b u k o n j e
uzirikane	  u z i r i k a n e
urushaho	 u r u s h a h o
majyaruguruni	 m a j y a r u g u r u n i
hazarushaho	 h a z a r u s h a h o
gukonjani	 g u k o n j a  n i
kwitwaza	 k w i t w a z a
imyenda	 i m y e n d a
ishyuha	 i s h y u h a
miremire	 m i r e m i r e
mpeshyi	 m p e s h y i
kuganisha	 k u g a n i s h a
bihuriye	 b i h u r i y e
cy’impeshyiwitondere	 c y ’ i m p e s h y i w i t o n d e r e
imibu	 i m i b u
idatera	 i d a t e r a
yoseishobora	 y o s e i s h o b o r a
kugutesha	 k u g u t e s h a
ubukungu	 u b u k u n g u
san	 s a n
francisco	 f r a n c i s c o
bufitanye	 b u f i t a n y e
ikurura	 i k u r u r a
isiubukungu	 i s i u b u k u n g u
z’abanyamwugaguverinomaimariubucuruzin’ubukerarugendo	 z ’ a b a n y a m w u g a g u v e r i n o m a i m a r i u b u c u r u z i n ’ u b u k e r a r u g e n d o
ukugaragara	u k u g a r a g a r a
kwayo	 k w a y o
muzikimu	 m u z i k i m u
mafilimemu	 m a f i l i m e m u
bwanditsi	 b w a n d i t s i
n’ibiwuranga	 n ’ i b i w u r a n g a
yateje	 y a t e j e
ibikorwaremezo	 i b i k o r w a r e m e z o
by’ubukerarugendo	 b y ’ u b u k e r a r u g e n d o
amahoteli	 a m a h o t e l i
menshiamaresitoran’inzu	 m e n s h i a m a r e s i t o r a n ’ i n z u
zakira	 z a k i r a
inama	 i n a m a
n’amafunguro	 n ’ a m a f u n g u r o
koreyatayilandemu	 k o r e y a t a y i l a n d e m u
buhindin’ayo	 b u h i n d i n ’ a y o
walt	 w a l t
disney	 d i s n e y
miryango	 m i r y a n g o
y’abanyamerika	 y ’ a b a n y a m e r i k a
rurimo	 r u r i m o
kuguruka	 k u g u r u k a
orlandokugenda	 o r l a n d o k u g e n d a
bisi	 b i s i
disneykumara	 d i s n e y k u m a r a
icyumweru	 i c y u m w e r u
utava	 u t a v a
disneyno	 d i s n e y n o
amatandukaniro	 a m a t a n d u k a n i r o
ashobokaariko	 a s h o b o k a a r i k o
bikomeza	 b i k o m e z a
bashaka	 b a s h a k a
agurishwa	 a g u r i s h w a
cyamunara	 c y a m u n a r a
ebay	 e b a y
craigslit	 c r a i g s l i t
cyanenticyemewe	 c y a n e n t i c y e m e w e
ntahererekanwa	 n t a h e r e r e k a n w a
y’igice	 y ’ i g i c e
cy’imisozi	 c y ’ i m i s o z i
grand	  g r a n d
canyon	 c a n y o n
uruhushya	 u r u h u s h y a
by’icyaro	 b y ’ i c y a r o
impushya	 i m p u s h y a
misozikandi	 m i s o z i k a n d i
wukweziamezi	 w  u k w e z i a m e z i
bityouruhushya	b i t y o u r u h u s h y a
ruzatangira	 r u z a t a n g i r a
itariki	 i t a r i k i
gicurasi	 g i c u r a s i
ruboneka	 r u b o n e k a
hakunzwe	 h a k u n z w e
bright	 b r i g h t
angel	a n g e l
campground	 c a m p g r o u n d
kegereye	 k e g e r e y e
urwuri	 u r w u r i
phantom	 p h a n t o m
ranchhasabwa	 r a n c h h a s a b w a
gusurwa	 g u s u r w a
ubusabe	 u b u s a b e
bukuzura	 b u k u z u r a
kohereza	 k o h e r e z a
w’impushya	 w ’ i m p u s h y a
wagenewe	 w a g e n e w e
abasaba	 a b a s a b a
babisabye	 b a b i s a b y e
hagendewe	 h a g e n d e w e
abaje	 a b a j e
bazihabwa	 b a z i h a b w a
kwinjira	 k w i n j i r a
y’amajyepfo	 y ’ a m a j y e p f o
modoka	 m o d o k a
bushimishije	 b u s h i m i s h i j e
ubwizabwose	 u b w i z a b w o s e
bw’ako	 b w ’ a k o
udakoresheje	 u d a k o r e s h e j e
isanzwe	 i s a n z w e
wabiteguye	 w a b i t e g u y e
iya	 i y a
4x4	 4 x 4
isabwa	 i s a b w a
wakoresheje	 w a k o r e s h e j e
zirikana	z i r i k a n a
utegura	 u t e g u r a
ituje	 i t u j e
bituranye	 b i t u r a n y e
bituje	 b i t u j e
ibisabwa	 i b i s a b w a
ubone	 u b o n e
viza	 v i z a
n’ibiguzi	 n ’ i b i g u z i
byayo	 b y a y o
biratandukanye	 b i r a t a n d u k a n y e
biterwa	 b i t e r w a
n’igihugu	 n ’ i g i h u g u
uturukamo	 u t u r u k a m o
yihariye	 y i h a r i y e
asaba	 a s a b a
bw’ibintu	 b w ’ i b i n t u
kwitabaza	 k w i t a b a z a
bikenewe	 b i k e n e w e
mudoka	 m u d o k a
vigitoriya	 v i g i t o r i y a
k’iburengerazuba	 k ’ i b u r e n g e r a z u b a
zimbabweku	 z i m b a b w e k u
mupaka	 m u p a k a
uvuye	 u v u y e
livingistonezambiyano	 l i v i n g i s t o n e z a m b i y a n o
botswana	 b o t s w a n a
wegereye	 w e g e r e y e
y’ayo	 y ’ a y o
masumokandi	 m a s u m o k a n d i
gikurura	 g i k u r u r a
abagenziariko	 a b a g e n z i a r i k o
aha	 a h a
giha	 g i h a
n’abakunda	 n ’ a b a k u n d a
kwitegereza	 k w i t e g e r e z a
kuhaguma	 k u h a g u m a
cy’imvura	 c y ’ i m v u r a
ugushyingo	 u g u s h y i n g o
werurweingano	 w e r u r w e  i n g a n o
iziyongera	 i z i y o n g e r a
azarusheho	 a z a r u s h e h o
igitangaza	 i g i t a n g a z a
usezeranyijwe	u s e z e r a n y i j w e
kuzatoha	 k u z a t o h a
niwambuka	 n i w a m b u k a
ugatemberera	 u g a t e m b e r e r a
zisoreza	 z i s o r e z a
rw’amasumo	 r w ’ a m a s u m o
tutankhamunkv6	 t u t a n k h a m u n  k v 6
kv6	 k v 6
kibayaumukino	 k i b a y a u m u k i n o
rw’ivumbura	 r w ’ i v u m b u r a
howard	 h o w a r d
carter	 c a r t e r
urebye	 u r e b y e
yuzuye	 y u z u y e
ukiri	 u k i r i
n’inyinshi	 n ’ i n y i n s h i
z’abamicyakoraimva	 z ’ a b a m i c y a k o r a i m v a
tutankhamunikwiriye	 t u t a n k h a m u n i k w i r i y e
gusurwani	 g u s u r w a n i
imitako	 i m i t a k o
ariwe	 a r i w e
ushimishwa	 u s h i m i s h w a
kwangirika	 k w a n g i r i k a
k’umubiri	 k ’ u m u b i r i
wabitswe	 w a b i t s w e
kuwuvana	 k u w u v a n a
isanduku	 i s a n d u k u
azacika	 a z a c i k a
intege	 i n t e g e
n’intugu	 n ’ i n t u g u
biboneka	 b i b o n e k a
bw’akataraboneka	 b w ’ a k a t a r a b o n e k a
bw’iyo	 b w ’ i y o
ntibukiyirimoariko	 n t i b u k i y i r i m o a r i k o
bwimuriwe	 b w i m u r i w e
ndangamurage	 n d a n g a m u r a g e
kayiro	 k a y i r o
abashyitsi	 a b a s h y i t s i
bakwigira	 b a k w i g i r a
kromiri	 k r o m i r i
km	   k m
siyemu	 s i y e m u
ripu	 r i p u
ngoro	 n g o r o
kumusozi	 k u m u s o z i
z’ikinyejana	 z ’ i k i n y e j a n a
yasovarman	 y a s o v a r m a n
cyijimye	 c y i j i m y e
cy’iyo	 c y ’ i y o
kwitegera	 k w i t e g e r a
ikiyaga	i k i y a g a
tonle	 t o n l e
sap	 s a p
iby’agaciro	 i b y ’ a g a c i r o
cyanya	 c y a n y a
kiyaga	 k i y a g a
angkor	 a n g k o r
kirakenewe	 k i r a k e n e w e
winjire	 w i n j i r e
ntiwibagirwe	 n t i w i b a g i r w e
urupapuro	 u r u p a p u r o
rwawe	 r w a w e
rw’inzira	 r w ’ i n z i r a
werekeza	 w e r e k e z a
n’umujyi	 n ’ u m u j y i
isirahelinubwo	 i s i r a h e l i n u b w o
n’umuryango	 n ’ u m u r y a n g o
w’abibumbye	 w ’ a b i b u m b y e
batawemera	 b a t a w e m e r a
isiraheli	i s i r a h e l i
yudeya	 y u d e y a
ashimishije	 a s h i m i s h i j e
kiyahudiidini	 k i y a h u d i i d i n i
n’irya	 n ’ i r y a
isilamukandi	 i s i l a m u k a n d i
nk’umujyi	 n k ’ u m u j y i
w’iyobokamanaw’amadiniumujyi	 w ’ i y o b o k a m a n a w ’ a m a d i n i u m u j y i
n’akamaro	 n ’ a k a m a r o
k’uyu	 k ’ u y u
by’amadinino	 b y ’ a m a d i n i n o
ibyanya	 i b y a n y a
by’ahantu	 b y ’ a h a n t u
h’umujyi	 h ’ u m u j y i
kerayeruzalemu	 k e r a y e r u z a l e m u
by’ingenzi	 b y ’ i n g e n z i
ndangamatekabya	 n d a n g a m a t e k a b y a
ndangamucohamwe	 n d a n g a m u c o h a m w e
santere	 s a n t e r e
z’ubucuruziaho	 z ’ u b u c u r u z i a h o
banywera	 b a n y w e r a
ikawana	 i k a w a n a
resitora	 r e s i t o r a
ecuador	 e c u a d o r
isaba	 i s a b a
abenegihuhu	 a b e n e g i h u h u
cuban	 c u b a n
babona	 b a b o n a
ibaruwa	 i b a r u w a
y’ubutumire	 y ’ u b u t u m i r e
bibuga	 b i b u g a
by’indege	 b y ’ i n d e g e
gasutamo	 g a s u t a m o
zemewe	 z e m e w e
baruwa	 b a r u w a
yemewe	 y e m e w e
y’ububanyi	 y ’ u b u b a n y i
n’amahanga	 n ’ a m a h a n g a
ecuadorkandi	 e c u a d o r k a n d i
ikaba	 i k a b a
yujuje	 y u j u j e
byangombwa	 b y a n g o m b w a
bigamije	 b i g a m i j e
y’imyimukire	 y ’ i m y i m u k i r e
y’ibihugu	 y ’ i b i h u g u
abenegihugu	 a b e n e g i h u g u
green	  g r e e n
card	 c a r d
konsula	 k o n s u l a
basonerwe	 b a s o n e r w e
rugomba	 r u g o m b a
k’amezi	 k ’ a m e z i
y’amataliki	 y ’ a m a t a l i k i
y’urugendo	 y ’ u r u g e n d o
kugaruka	 k u g a r u k a
ikenewe	 i k e n e w e
kwemeza	 k w e m e z a
uzamara	 u z a m a r a
zirahendutse	 z i r a h e n d u t s e
maninirero	 m a n i n i r e r o
wenyine	 w e n y i n e
kumwe	 k u m w e
n’inshuti	 n ’ i n s h u t i
gusagerageza	 g u s a g e r a g e z a
mukore	 m u k o r e
habe	 h a b e
igiciro	 i g i c i r o
icyakoraibi	i c y a k o r a i b i
ntibikwiye	 n t i b i k w i y e
kukubuza	 k u k u b u z a
amahwemo	 a m a h w e m o
rwosekubera	 r w o s e k u b e r a
barahinduranya	 b a r a h i n d u r a n y a
buzuze	 b u z u z e
nkaho	 n k a h o
gushuka	 g u s h u k a
y’impera	 y ’ i m p e r a
w’igihanamangaakenshi	 w ’ i g i h a n a m a n g a a k e n s h i
k’inyuma	 k ’ i n y u m a
k’amafoto	 k ’ a m a f o t o
y’amatongo	 y ’ a m a t o n g o
irajya	i r a j y a
n’iteye	 n ’ i t e y e
hepfokandi	 h e p f o k a n d i
ugoyeariko	 u g o y e a r i k o
bakwiye	 b a k w i y e
babasha	 b a b a s h a
kubikora	 k u b i k o r a
z’amabuye	 z ’ a m a b u y e
zishyirwa	 z i s h y i r w a
yoseno	 y o s e n o
bihanamye	 b i h a n a m y e
intsinga	 i n t s i n g a
z’ibyuma	 z ’ i b y u m a
gufatisha	 g u f a t i s h a
mvugoitegure	 m v u g o i t e g u r e
kunanirwa	 k u n a n i r w a
guhumekakandi	 g u h u m e k a k a n d i
unitonde	 u n i t o n d e
bihanamangaby’umwihariko	 b i h a n a m a n g a b y ’ u m w i h a r i k o
bitosekuko	 b i t o s e k u k o
akaga	 a k a g a
buto	 b u t o
y’agasongero	 y ’ a g a s o n g e r o
kunyurwamoburi	 k u n y u r w a m o b u r i
buroroshye	 b u r o r o s h y e
amasite	 a m a s i t e
n’ibyanya	 n ’ i b y a n y a
galapagos	 g a l a p a g o s
ubwatonk’uko	 u b w a t o n k ’ u k o
darwin	 d a r w i n
yabikoze	 y a b i k o z e
gutemberamo	 g u t e m b e r a m o
burenga	 b u r e n g a
n’abagenzi	 n ’ a b a g e n z i
babarwa	 b a b a r w a
babikisha	 b a b i k i s h a
imyanya	 i m y a n y a
buhora	 b u h o r a
bwuzuye	 b w u z u y e
gihembwe	 g i h e m b w e
gusohoka	 g u s o h o k a
izere	i z e r e
umukozi	 u m u k o z i
ubikishijeho	 u b i k i s h i j e h o
impuguke	 i m p u g u k e
buhagije	 b u h a g i j e
bw’ubwato	 b w ’ u b w a t o
bizemeza	 b i z e m e z a
zihariye	 z i h a r i y e
imbogamizi	 i m b o g a m i z i
zihuzwa	 z i h u z w a
buzinogeye	 b u z i n o g e y e
abanya	 a b a n y a
bahagera	 b a h a g e r a
16amajyaruguru	 1 6 a m a j y a r u g u r u
shili	 s h i l i
yategekwaga	 y a t e g e k w a g a
inca	 i n c a
abasangwabutaka	 a b a s a n g w a b u t a k a
b’abanya	 b ’ a b a n y a
araucana	 a r a u c a n a
mapuche	 m a p u c h e
yigenga	 y i g e n g a
b’abanyamerikabatigeze	 b ’ a b a n y a m e r i k a b a t i g e z e
bacengezwa	 b a c e n g e z w a
buvuga	 b u v u g a
icyesipanyolo	 i c y e s i p a n y o l o
hashyirwa	  h a s h y i r w a
majwi	 m a j w i
napoleon	 n a p o l e o n
zasize	 z a s i z e
cy’imyaka	 c y ’ i m y a k a
ibiriintsinzi	 i b i r i  i n t s i n z i
nyayo	 n y a y o
ntiyigeze	 n t i y i g e z e
igerwaho	 i g e r w a h o
umucanga	 u m u c a n g a
w’umweru	 w ’ u m w e r u
z’inyanja	 z ’ i n y a n j a
n’uruhererekane	 n ’ u r u h e r e r e k a n e
rwimisoziiki	 r w  i m i s o z i i k i
kirimo	 k i r i m o
w’abanyaburayi	 w ’ a b a n y a b u r a y i
hagatiubu	 h a g a t i u b u
santo	 s a n t o
domingo	 d o m i n g o
mbereikirwa	 m b e r e i k i r w a
gituwe	 g i t u w e
taínos	 t a í n o s
caribes	 c a r i b e s
arawakan	 a r a w a k a n
bahageze	 b a h a g e z e
kuza	 k u z a
kw’abashakashatsi	 k w ’ a b a s h a k a s h a t s i
b’abanyaburayiabaturage	 b ’ a b a n y a b u r a y i a b a t u r a g e
tainos	 t a i n o s
bagabanyijwe	 b a g a b a n y i j w e
n’inganji	 n ’ i n g a n j i
z’abesipanyolo	 z ’ a b e s i p a n y o l o
umwesipanyoro	 u m w e s i p a n y o r o
fray	 f r a y
bartolomé	 b a r t o l o m é
de	 d e
las	 l a s
casas	 c a s a s
tratado	 t r a t a d o
indias	 i n d i a s
inganji	 i n g a n j i
z’abespanyolo	 z ’ a b e s p a n y o l o
zishe	 z i s h e
by’aba	 b y ’ a b a
jardín	j a r d í n
la	 l a
unión	 u n i ó n
hubatswe	 h u b a t s w e
nk’ikambere	 n k ’ i k a m b e r e
1ya	 1  y a
templo	 t e m p l o
diego	 d i e g o
nayo	 n  a y o
nyubako	 n y u b a k o
yarokotse	 y a r o k o t s e
ikora	 i k o r a
nk’inyubako	 n k ’ i n y u b a k o
nkurukandi	 n k u r u k a n d i
ihora	 i h o r a
biyikorerwamoamanywa	 b i y i k o r e r w a m o a m a n y w a
n’ijoro	 n ’ i j o r o
zikikije	 z i k i k i j e
ubusitanikandi	 u b u s i t a n i k a n d i
gicamunsi	 g i c a m u n s i
mugoroba	 m u g o r o b a
haba	 h a b a
ibitaramo	 i b i t a r a m o
by’ubuntu	 b y ’ u b u n t u
bitangwa	 b i t a n g w a
gazebo	 g a z e b o
callejon	c a l l e j o n
del	d e l
beso	 b e s o
alley	  a l l e y
kiss	 k i s s
rwagati	 r w a g a t i
hirya	 h i r y a
plaza	 p l a z a
los	 l o s
angeles	 a n g e l e s
amabaraza	 a m a b a r a z a
atandukanywa	 a t a n d u k a n y w a
santimetero	 s a n t i m e t e r o
w’umusaza	 w ’ u m u s a z a
w’urukundo	 w ’ u r u k u n d o
biceri	 b i c e r i
bazakubarira	 b a z a k u b a r i r a
bowen	 b o w e n
gutemberera	 g u t e m b e r e r a
mubyizi	 m u b y i z i
z’icyumweru	 z ’ i c y u m w e r u
ukagenda	 u k a g e n d a
y’amaziukazamuka	 y ’ a m a z i u k a z a m u k a
umusoziukabona	 u m u s o z i u k a b o n a
amadukaresitoran’ibindi	 a m a d u k a r e s i t o r a n ’ i b i n d i
nyakuri	 n y a k u r i
uherereye	 u h e r e r e y e
howe	 h o w e
sound	 s o u n d
vancouverkandi	 v a n c o u v e r k a n d i
kugerwa	 k u g e r w a
hifashishijwe	 h i f a s h i s h i j w e
itagisi	 i t a g i s i
zateganyijwe	 z a t e g a n y i j w e
granville	 g r a n v i l l e
vancouver	 v a n c o u v e r
buva	 b u v a
horseshoe	 h o r s e s h o e
banezezwa	 b a n e z e z w a
n’ibikorwa	 n ’ i b i k o r w a
hanzehari	 h a n z e h a r i
rw’ingenzi	 r w ’ i n g e n z i
y’inyanja	 y ’ i n y a n j a
korodoro	 k o r o d o r o
y’ikirere	 y ’ i k i r e r e
whistler	w h i s t l e r
½	 ½
uva	 u v a
birahenze	 b i r a h e n z e
harazwi	 h a r a z w i
olempiki	 o l e m p i k i
y’itumba	 y ’ i t u m b a
itumbaishimire	 i t u m b a i s h i m i r e
y’	 y ’
amerikano	 a m e r i k a n o
ugerageze	 u g e r a g e z e
zatanzwe	 z a t a n z w e
ugomba	 u g o m b a
umare	 u m a r e
sirena	s i r e n a
sitasiyo	 s i t a s i y o
n’ifunguro	 n ’ i f u n g u r o
rishyushye	 r i s h y u s h y e
hakiyongeraho	 h a k i y o n g e r a h o
leonasan	 l e o n a s a n
pedrillona	 p e d r i l l o n a
patos	 p a t o s
butaziguye	 b u t a z i g u y e
ziturutse	 z i t u r u t s e
ranger	 r a n g e r
puerto	 p u e r t o
jiménezariko	 j i m é n e z a r i k o
ntibemera	 n t i b e m e r a
amakarita	 a m a k a r i t a
kwishyuriraho	 k w i s h y u r i r a h o
minae	  m i n a e
ntitanga	 n t i t a n g a
kirenze	 k i r e n z e
uhagera	 u h a g e r a
cafenet	c a f e n e t
el	 e l
sol	 s o l
madolari	 m a d o l a r i
3cyangwa	 3  c y a n g w a
amadolari	 a m a d o l a r i
bisobanuro	 b i s o b a n u r o
wabibona	 w a b i b o n a
corcovado	 c o r c o v a d o
cookni	 c o o k n i
cy’ikirwa	 c y ’ i k i r w a
bufatanye	 b u f a t a n y e
busesuye	 b u s e s u y e
zealandgiherereye	 z e a l a n d g i h e r e r e y e
polineziyahagati	 p o l i n e z i y a h a g a t i
pasifike	 p a s i f i k e
izinga	 i z i n g a
rifite	 r i f i t e
n’ibirwa	 n ’ i b i r w a
bisakaye	 b i s a k a y e
hawaiiibi	 h a w a i i i b i
bitekerezwa	 b i t e k e r e z w a
hawaii	 h a w a i i
ntoyibutsa	 n t o y i b u t s a
bashyitsi	 b a s h y i t s i
bakuze	 b a k u z e
z’abakerarugendo	 z ’ a b a k e r a r u g e n d o
terambere	 t e r a m b e r e
cook	 c o o k
mijyi	 m i j y i
n’imwe	 n ’ i m w e
iby’ingenzi	 i b y ’ i n g e n z i
rarotonga	 r a r o t o n g a
aitutaki	 a i t u t a k i
biteye	 b i t e y e
nonegutanga	 n o n e g u t a n g a
uburiri	 u b u r i r i
buhenze	 b u h e n z e
byazamuwe	 b y a z a m u w e
bw’ubugeni	 b w ’ u b u g e n i
gasongero	 g a s o n g e r o
k’imperabbs	 k ’ i m p e r a b  b s
ihiganwa	 i h i g a n w a
uburyamo	 u b u r y a m o
reromu	 r e r o m u
ryiza	 r y i z a
nk’iri	 n k ’ i r i
hiyubashye	 h i y u b a s h y e
kuryamawenda	 k u r y a m a w e n d a
igitanda	 i g i t a n d a
n’intoki	 n ’ i n t o k i
irijyanye	 i r i j y a n y e
nibyasaruwe	 n  i b y a s a r u w e
ryihariye	 r y i h a r i y e
ry’abashyitsi	 r y ’ a b a s h y i t s i
igenamiterere	i g e n a m i t e r e r e
ishaje	 i s h a j e
y’amateka	 y ’ a m a t e k a
keraahatunganyirizwa	 k e r a a h a t u n g a n y i r i z w a
inzara	 i n z a r a
pisine	 p i s i n e
yawe	 y a w e
kwerekeza	 k w e r e k e z a
rugendo	 r u g e n d o
birashimishije	 b i r a s h i m i s h i j e
karemano	 k a r e m a n o
ukuntu	 u k u n t u
rworoheje	 r w o r o h e j e
n’imodoka	 n ’ i m o d o k a
niniushobora	 n i n i u s h o b o r a
usanzwe	 u s a n z w e
umenyereye	 u m e n y e r e y e
unazi	 u n a z i
ihema	 i h e m a
mutungo	 m u t u n g o
w’ingano	 w ’ i n g a n o
kutifuzwa	 k u t i f u z w a
makegukoresha	 m a k e g u k o r e s h a
ubutembere	 u b u t e m b e r e
ihiyasi	 i h i y a s i
yagutsesuvsedani	 y a g u t s e s u v s e d a n i
stasion	 s t a s i o n
wagoni	 w a g o n i
ziryamishwa	 z i r y a m i s h w a
umurage	 u m u r a g e
zakuye	 z a k u y e
cyiterambere	 c y  i t e r a m b e r e
rikomeye	 r i k o m e y e
n’inzira	 n ’ i n z i r a
y’isimu	 y ’ i s i m u
y’icya	 y ’ i c y a
abakire	 a b a k i r e
n’ibyamamare	 n ’ i b y a m a m a r e
b’icyo	 b ’ i c y o
bacumbikagakandi	 b a c u m b i k a g a k a n d i
bagafata	 b a g a f a t a
amafunguro	a m a f u n g u r o
bw’ijoro	 b w ’ i j o r o
imyambaro	 i m y a m b a r o
ishajeibura	 i s h a j e i b u r a
ry’ibikoresho	 r y ’ i b i k o r e s h o
bigezwehon’izabukuru	 b i g e z w e h o n ’ i z a b u k u r u
z’ubuntu	 z ’ u b u n t u
izabo	 i z a b o
cyaborimwe	 c y a b o r i m w e
bacumbikiramo	 b a c u m b i k i r a m o
abakuru	 a b a k u r u
b’ibihugu	 b ’ i b i h u g u
banyacyubahiro	 b a n y a c y u b a h i r o
umugenzi	 u m u g e n z i
ipinda	 i p i n d a
ry’amafaranga	 r y ’ a m a f a r a n g a
kuzenguruka	 k u z e n g u r u k a
ndegearambiwe	 n d e g e a r a m b i w e
kuguma	 k u g u m a
umuyoboro	 u m u y o b o r o
guhanahana	 g u h a n a h a n a
yombi	 y o m b i
uhuza	 u h u z a
n’abanyagihugu	 n ’ a b a n y a g i h u g u
muyoboro	 m u y o b o r o
kuzuza	 k u z u z a
murandasinubwo	 m u r a n d a s i n u b w o
igasaba	 i g a s a b a
ubugenzuzi	 u b u g e n z u z i
bwisumbuyeho	 b w i s u m b u y e h o
urutonde	 u r u t o n d e
rw’abashyitsi	 r w ’ a b a s h y i t s i
rutangwa	 r u t a n g w a
rwasohowecyangwa	 r w a s o h o w e  c y a n g w a
murandasirimwe	 m u r a n d a s i r i m w e
n’ubusobanuro	 n ’ u b u s o b a n u r o
bw’abandi	 b w ’ a b a n d i
couchsurfing	c o u c h s u r f i n g
casey	 c a s e y
fentom	 f e n t o m
avumburiye	 a v u m b u r i y e
indege	 i n d e g e
ihendutse	 i h e n d u t s e
gucumbika	 g u c u m b i k a
ubutumwa	 u b u t u m w a
anakira	 a n a k i r a
ibyifuzo	 i b y i f u z o
by’abamuha	 b y ’ a b a m u h a
buntu	 b u n t u
zibanda	 z i b a n d a
b’urubyiruko	 b ’ u r u b y i r u k o
bihariye	 b i h a r i y e
abatembera	 a b a t e m b e r a
imiryango	 i m i r y a n g o
ntikunze	 n t i k u n z e
kuhabonekaariko	 k u h a b o n e k a a r i k o
zihabemerera	 z i h a b e m e r e r a
ibyumba	 i b y u m b a
byihariye	 b y i h a r i y e
beijing	 b e i j i n g
bushinwa	 b u s h i n w a
wakira	 w a k i r a
bikazawugira	     b i k a z a w u g i r a
olempikiz’impeshyi	 o l e m p i k i z ’ i m p e s h y i
n’iz’itumba	 n ’ i z ’ i t u m b a
izakira	 i z a k i r a
n’ibisoza	 n ’ i b i s o z a
n’ibitaramo	 n ’ i b i t a r a m o
izabera	 i z a b e r a
taizicheng	 t a i z i c h e n g
zhangjiakouhafi	 z h a n g j i a k o u h a f i
mayilo	 m a y i l o
nsengero	 n s e n g e r o
iserukiramuco	 i s e r u k i r a m u c o
ngarukamwaka	 n g a r u k a m w a k a
ritangira	 r i t a n g i r a
rikarangira	 r i k a r a n g i r a
gicurasibikagenda	 g i c u r a s i b i k a g e n d a
bitandukana	 b i t a n d u k a n a
ugendeye	 u g e n d e y e
ngengabihe	 n g e n g a b i h e
